,School,Gender,Role,Citations,Earliest_Pub,Citations per year,Field_1,Field_2,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
576,University of Michigan,Male,Professor,986.0,2000.0,49.3,"Information and communication, circuits",,,,,,,,,,,
577,University of Michigan,Male,Professor,961.0,2000.0,48.05,Algebraic geometry,,,,,,,,,,,
578,University of Michigan,Male,Professor,1599.0,1985.0,45.68571429,"Global analysis, analysis on manifolds",Dynamical systems and ergodic theory,,,,,,,,,,
579,University of Michigan,Male,Professor,1170.0,1993.0,43.33333333,Associative rings and algebras,Commutative rings and algebras,,,,,,,,,,
580,University of Michigan,Male,Professor,904.0,1997.0,39.30434783,Several complex variables and analytic spaces,,,,,,,,,,,
581,University of Michigan,Male,Professor,743.0,2001.0,39.10526316,Combinatorics,,,,,,,,,,,
582,University of Michigan,Male,Professor,1102.0,1989.0,35.5483871,Probability theory and stochastic processes,,,,,,,,,,,
583,University of Michigan,Male,Professor,1365.0,1981.0,35.0,Combinatorics,Group theory and generalizations,,,,,,,,,,
584,University of Michigan,Male,Professor,1183.0,1986.0,34.79411765,Convex and discrete geometry,,,,,,,,,,,
585,University of Michigan,Male,Professor,1110.0,1984.0,30.83333333,Algebraic topology,,,,,,,,,,,
586,University of Michigan,Male,Professor,1009.0,1987.0,30.57575758,Manifolds and cell complexes,,,,,,,,,,,
587,University of Michigan,Male,Professor,1048.0,1984.0,29.11111111,Fluid mechanics,,,,,,,,,,,
588,University of Michigan,Male,Professor,1400.0,1970.0,28.0,Mathematical logic and foundations,,,,,,,,,,,
589,University of Michigan,Male,Professor,785.0,1991.0,27.06896552,Partial differential equations,Dynamical systems and ergodic theory,,,,,,,,,,
590,University of Michigan,Male,Professor,286.0,2008.0,23.83333333,Commutative rings and algebras,,,,,,,,,,,
591,University of Michigan,Male,Professor,596.0,1992.0,21.28571429,"Topological groups, Lie groups","Global analysis, analysis on manifolds",,,,,,,,,,
592,University of Michigan,Male,Professor,947.0,1971.0,19.32653061,Group theory and generalizations,,,,,,,,,,,
593,University of Michigan,Male,Professor,193.0,2010.0,19.3,Algebraic geometry,,,,,,,,,,,
594,University of Michigan,Male,Professor,622.0,1981.0,15.94871795,"Global analysis, analysis on manifolds",,,,,,,,,,,
595,University of Michigan,Male,Professor,727.0,1972.0,15.14583333,Several complex variables and analytic spaces,,,,,,,,,,,
596,University of Michigan,Male,Professor,363.0,1996.0,15.125,Number theory,,,,,,,,,,,
597,University of Michigan,Male,Professor,502.0,1984.0,13.94444444,Functional analysis,,,,,,,,,,,
598,University of Michigan,Male,Professor,501.0,1983.0,13.54054054,"Global analysis, analysis on manifolds",,,,,,,,,,,
599,University of Michigan,Male,Professor,247.0,2001.0,13.0,"Optics, electromagnetic theory",,,,,,,,,,,
600,University of Michigan,Male,Professor,303.0,1994.0,11.65384615,Computer science,"Information and communicaton, circuits",,,,,,,,,,
601,University of Michigan,Male,Professor,274.0,1995.0,10.96,"Topological groups, Lie groups",,,,,,,,,,,
602,University of Michigan,Male,Professor,170.0,1998.0,7.727272727,Numerical analysis,,,,,,,,,,,
603,University of Michigan,Male,Professor,270.0,1981.0,6.923076923,Several complex variables and analytic spaces,,,,,,,,,,,
604,University of Michigan,Male,Professor,113.0,2003.0,6.647058824,Number theory,,,,,,,,,,,
605,University of Michigan,Male,Professor,288.0,1970.0,5.76,Biology and other natural sciences,,,,,,,,,,,
606,University of Michigan,Male,Professor,224.0,1977.0,5.209302326,Partial differential equations,"Statistical mechanics, structure of matter",,,,,,,,,,
607,University of Michigan,Male,Professor,130.0,1965.0,2.363636364,Nonassociative rings and algebras,,,,,,,,,,,
608,University of Michigan,Male,Professor,29.0,2002.0,1.611111111,Biology and other natural sciences,,,,,,,,,,,
609,University of Michigan,Male,Professor,19.0,2004.0,1.1875,Mechanics of deformable solids,,,,,,,,,,,
610,University of Michigan,Female,Professor,1225.0,1993.0,45.37037037,Commutative rings and algebras,,,,,,,,,,,
611,University of Michigan,Female,Professor,883.0,1996.0,36.79166667,Biology and other natural sciences,,,,,,,,,,,
612,University of Michigan,Female,Professor,718.0,1985.0,20.51428571,Partial differential equations,Fluid mechanics,,,,,,,,,,
613,University of Michigan,Female,Professor,584.0,1991.0,20.13793103,Fluid mechanics,,,,,,,,,,,
614,University of Michigan,Female,Professor,654.0,1984.0,18.16666667,"Game theory, economics, social and behavioral sciences",Statistics,,,,,,,,,,
615,University of Michigan,Female,Professor,354.0,1997.0,15.39130435,"Information and communication, circuits",,,,,,,,,,,
616,University of Michigan,Female,Professor,161.0,1997.0,7.0,Biology and other natural sciences,,,,,,,,,,,
617,University of Michigan,Female,Professor,27.0,1986.0,0.794117647,Biology and other natural sciences,,,,,,,,,,,
618,University of Miami,Male,Professor,11193.0,1969.0,219.4705882,Combinatorics,,,,,,,,,,,
619,University of Miami,Male,Professor,5041.0,1983.0,136.2432432,Algebraic Geometry,,,,,,,,,,,
620,University of Miami,Male,Professor,3923.0,1988.0,122.59375,Biology and other natural sciences,,,,,,,,,,,
621,University of Miami,Male,Professor,6992.0,1962.0,120.5517241,Algebraic geometry,,,,,,,,,,,
622,University of Miami,Male,Professor,2105.0,1979.0,51.34146341,Biology and other natural sciences,,,,,,,,,,,
623,University of Miami,Male,Professor,1706.0,1981.0,43.74358974,Biology and other natural sciences,,,,,,,,,,,
624,University of Miami,Male,Professor,973.0,1994.0,37.42307692,Algebraic geometry,,,,,,,,,,,
625,University of Miami,Male,Professor,852.0,1976.0,19.36363636,Differential geometry,,,,,,,,,,,
626,University of Miami,Male,Professor,282.0,2002.0,15.66666667,Differential geometry,,,,,,,,,,,
627,University of Miami,Male,Professor,217.0,2004.0,13.5625,Manifolds and cell complexes,,,,,,,,,,,
628,University of Miami,Male,Professor,579.0,1974.0,12.58695652,Algebraic geometry,,,,,,,,,,,
629,University of Miami,Male,Professor,509.0,1978.0,12.11904762,Partial differential equations,,,,,,,,,,,
630,University of Miami,Male,Professor,307.0,1989.0,9.903225806,Manifolds and cell complexes,,,,,,,,,,,
631,University of Miami,Male,Professor,376.0,1980.0,9.4,"Global analysis, analysis on manifolds",,,,,,,,,,,
632,University of Miami,Male,Professor,62.0,1963.0,1.087719298,Probability theory and stochastic processes,,,,,,,,,,,
633,University of Miami,Male,Professor,26.0,1965.0,0.472727273,Category theory; homological algebra,,,,,,,,,,,
634,University of Massachusetts Amherst,Male,Professor,1313.0,2000.0,65.65,Dynamical systems and ergodic theory,Partial differential equations,,,,,,,,,,
635,University of Massachusetts Amherst,Male,Professor,670.0,1996.0,27.91666667,"Statistical mechanics, structure of matter",,,,,,,,,,,
636,University of Massachusetts Amherst,Male,Professor,770.0,1987.0,23.33333333,Differential geometry,,,,,,,,,,,
637,University of Massachusetts Amherst,Male,Professor,512.0,1997.0,22.26086957,Manifolds and cell complexes,,,,,,,,,,,
638,University of Massachusetts Amherst,Male,Professor,597.0,1993.0,22.11111111,Partial differential equations,,,,,,,,,,,
639,University of Massachusetts Amherst,Male,Professor,696.0,1986.0,20.47058824,Algebraic geometry,,,,,,,,,,,
640,University of Massachusetts Amherst,Male,Professor,617.0,1987.0,18.6969697,Differential geometry,,,,,,,,,,,
641,University of Massachusetts Amherst,Male,Professor,496.0,1992.0,17.71428571,Algebraic geometry,,,,,,,,,,,
642,University of Massachusetts Amherst,Male,Professor,280.0,2004.0,17.5,Algebraic geometry,,,,,,,,,,,
643,University of Massachusetts Amherst,Male,Professor,296.0,1999.0,14.0952381,Differential geometry,,,,,,,,,,,
644,University of Massachusetts Amherst,Male,Professor,330.0,1995.0,13.2,Algebraic geometry,,,,,,,,,,,
645,University of Massachusetts Amherst,Male,Professor,302.0,1994.0,11.61538462,Number theory,,,,,,,,,,,
646,University of Massachusetts Amherst,Male,Professor,206.0,1997.0,8.956521739,Group theory and generalizations,,,,,,,,,,,
647,University of Massachusetts Amherst,Male,Professor,188.0,1997.0,8.173913043,Dynamical systems and ergodic theory,,,,,,,,,,,
648,University of Massachusetts Amherst,Male,Professor,183.0,1991.0,6.310344828,Partial differential equations,,,,,,,,,,,
649,University of Massachusetts Amherst,Male,Professor,106.0,1995.0,4.24,Number theory,,,,,,,,,,,
650,University of Massachusetts Amherst,Male,Professor,53.0,2000.0,2.65,Statistics,,,,,,,,,,,
651,University of Massachusetts Amherst,Male,Professor,59.0,1977.0,1.372093023,Group theory and generalizations,,,,,,,,,,,
652,University of Massachusetts Amherst,Female,Professor,494.0,1991.0,17.03448276,"Global analysis, analysis on manifolds",Fourier analysis,,,,,,,,,,
653,University of Massachusetts Amherst,Female,Professor,385.0,1995.0,15.4,Algebraic geometry,,,,,,,,,,,
654,University of Massachusetts Amherst,Female,Professor,18.0,2003.0,1.058823529,Statistics,,,,,,,,,,,
655,University of Maryland - College Park,Male,Professor,5820.0,1975.0,129.3333333,Numerical analysis,,,,,,,,,,,
656,University of Maryland - College Park,Male,Professor,3322.0,1982.0,87.42105263,Numerical analysis,,,,,,,,,,,
657,University of Maryland - College Park,Male,Professor,4384.0,1966.0,81.18518519,"Global analysis, analysis on manifolds","Global analysis, analysis on manifolds",,,,,,,,,,
658,University of Maryland - College Park,Male,Professor,2596.0,1983.0,70.16216216,Numerical analysis,,,,,,,,,,,
659,University of Maryland - College Park,Male,Professor,2773.0,1979.0,67.63414634,Partial differential equations,,,,,,,,,,,
660,University of Maryland - College Park,Male,Professor,2597.0,1980.0,64.925,Several complex variables and analytic spaces,,,,,,,,,,,
661,University of Maryland - College Park,Male,Professor,1097.0,1997.0,47.69565217,Numerical analysis,,,,,,,,,,,
662,University of Maryland - College Park,Male,Professor,2801.0,1961.0,47.47457627,Probability theory and stochastic processes,,,,,,,,,,,
663,University of Maryland - College Park,Male,Professor,1706.0,1983.0,46.10810811,Partial differential equations,,,,,,,,,,,
664,University of Maryland - College Park,Male,Professor,1179.0,1994.0,45.34615385,Dynamical systems and ergodic theory,,,,,,,,,,,
665,University of Maryland - College Park,Male,Professor,2081.0,1974.0,45.23913043,Number theory,,,,,,,,,,,
666,University of Maryland - College Park,Male,Professor,845.0,2000.0,42.25,Partial differential equations,,,,,,,,,,,
667,University of Maryland - College Park,Male,Professor,1881.0,1970.0,37.62,Algebraic topology,,,,,,,,,,,
668,University of Maryland - College Park,Male,Professor,1624.0,1975.0,36.08888889,Functional analysis,,,,,,,,,,,
669,University of Maryland - College Park,Male,Professor,357.0,2010.0,35.7,Partial differential equations,,,,,,,,,,,
670,University of Maryland - College Park,Male,Professor,1049.0,1986.0,30.85294118,Partial differential equations,,,,,,,,,,,
671,University of Maryland - College Park,Male,Professor,1296.0,1973.0,27.57446809,"Topological groups, Lie groups",,,,,,,,,,,
672,University of Maryland - College Park,Male,Professor,494.0,2002.0,27.44444444,Fourier analysis,,,,,,,,,,,
673,University of Maryland - College Park,Male,Professor,1217.0,1975.0,27.04444444,Several complex variables and analytic spaces,,,,,,,,,,,
674,University of Maryland - College Park,Male,Professor,636.0,1994.0,24.46153846,Fourier analysis,,,,,,,,,,,
675,University of Maryland - College Park,Male,Professor,584.0,1996.0,24.33333333,Dynamical systems and ergodic theory,,,,,,,,,,,
676,University of Maryland - College Park,Male,Professor,631.0,1990.0,21.03333333,Dynamical systems and ergodic theory,,,,,,,,,,,
677,University of Maryland - College Park,Male,Professor,1171.0,1964.0,20.91071429,Fourier analysis,,,,,,,,,,,
678,University of Maryland - College Park,Male,Professor,406.0,2000.0,20.3,Differential geometry,Several complex variables and analytic spaces,,,,,,,,,,
679,University of Maryland - College Park,Male,Professor,437.0,1997.0,19.0,Algebraic geometry,,,,,,,,,,,
680,University of Maryland - College Park,Male,Professor,369.0,1997.0,16.04347826,Number theory,Algebraic geometry,,,,,,,,,,
681,University of Maryland - College Park,Male,Professor,419.0,1990.0,13.96666667,Algebraic geometry,,,,,,,,,,,
682,University of Maryland - College Park,Male,Professor,268.0,1998.0,12.18181818,Algebraic geometry,,,,,,,,,,,
683,University of Maryland - College Park,Male,Professor,439.0,1981.0,11.25641026,"Topological groups, Lie groups",,,,,,,,,,,
684,University of Maryland - College Park,Male,Professor,234.0,1999.0,11.14285714,Fourier analysis,,,,,,,,,,,
685,University of Maryland - College Park,Male,Professor,201.0,1998.0,9.136363636,Quantum theory,,,,,,,,,,,
686,University of Maryland - College Park,Male,Professor,430.0,1971.0,8.775510204,Operator theory,,,,,,,,,,,
687,University of Maryland - College Park,Male,Professor,400.0,1968.0,7.692307692,"Global analysis, analysis on manifolds",,,,,,,,,,,
688,University of Maryland - College Park,Male,Professor,195.0,1991.0,6.724137931,Probability theory and stochastic processes,,,,,,,,,,,
689,University of Maryland - College Park,Male,Professor,228.0,1986.0,6.705882353,Statistics,,,,,,,,,,,
690,University of Maryland - College Park,Male,Professor,303.0,1966.0,5.611111111,Algebraic topology,Abstract harmonic analysis,,,,,,,,,,
691,University of Maryland - College Park,Male,Professor,196.0,1985.0,5.6,Mathematical logic and foundations,,,,,,,,,,,
692,University of Maryland - College Park,Male,Professor,113.0,1996.0,4.708333333,Algebraic geometry,Number theory,,,,,,,,,,
693,University of Maryland - College Park,Male,Professor,258.0,1962.0,4.448275862,Statistics,,,,,,,,,,,
694,University of Maryland - College Park,Male,Professor,170.0,1976.0,3.863636364,Probability theory and stochastic processes,,,,,,,,,,,
695,University of Maryland - College Park,Male,Professor,154.0,1972.0,3.208333333,Statistics,,,,,,,,,,,
696,University of Maryland - College Park,Male,Professor,86.0,1978.0,2.047619048,Functions of a complex variable,,,,,,,,,,,
697,University of Maryland - College Park,Male,Professor,38.0,1965.0,0.690909091,Manifolds and cell complexes,Group theory and generalizations,,,,,,,,,,
698,University of Maryland - College Park,Male,Professor,22.0,1972.0,0.458333333,Functional analysis,,,,,,,,,,,
699,University of Maryland - College Park,Female,Professor,758.0,1994.0,29.15384615,Probability theory and stochastic processes,,,,,,,,,,,
700,University of Maryland - College Park,Female,Professor,530.0,1996.0,22.08333333,Partial differential equations,,,,,,,,,,,
701,University of Maryland - College Park,Female,Professor,106.0,1990.0,3.533333333,Statistics,,,,,,,,,,,
702,University of Louisville,Male,Professor,928.0,1988.0,29.0,Biology and other natural sciences,,,,,,,,,,,
703,University of Louisville,Male,Professor,639.0,1967.0,12.05660377,Functional analysis,,,,,,,,,,,
704,University of Louisville,Male,Professor,395.0,1986.0,11.61764706,Fluid mechanics,Partial differential equations,,,,,,,,,,
705,University of Louisville,Male,Professor,219.0,1991.0,7.551724138,Real functions,,,,,,,,,,,
706,University of Louisville,Male,Professor,174.0,1990.0,5.8,Difference and functional equations,,,,,,,,,,,
707,University of Louisville,Male,Professor,160.0,1990.0,5.333333333,Combinatorics,,,,,,,,,,,
708,University of Louisville,Male,Professor,99.0,1987.0,3.0,Combinatorics,,,,,,,,,,,
709,University of Louisville,Male,Professor,81.0,1981.0,2.076923077,Real functions,General topology,,,,,,,,,,
710,University of Louisville,Male,Professor,4.0,2002.0,0.222222222,Statistics,,,,,,,,,,,
711,University of Louisville,Female,Professor,85.0,1989.0,2.741935484,Combinatorics,,,,,,,,,,,
712,University of Louisville,Female,Professor,33.0,2001.0,1.736842105,Dynamical systems and ergodic theory,,,,,,,,,,,
713,University of Kentucky,Male,Professor,5722.0,1969.0,112.1960784,Functional analysis,Several complex variables and analytic spaces,,,,,,,,,,
714,University of Kentucky,Male,Professor,1395.0,1985.0,39.85714286,Partial differential equations,,,,,,,,,,,
715,University of Kentucky,Male,Professor,1321.0,1982.0,34.76315789,"Statistical mechanics, structure of matter",,,,,,,,,,,
716,University of Kentucky,Male,Professor,1088.0,1987.0,32.96969697,Commutative rings and algebras,,,,,,,,,,,
717,University of Kentucky,Male,Professor,724.0,1993.0,26.81481481,Combinatorics,Convex and discrete geometry,,,,,,,,,,
718,University of Kentucky,Male,Professor,911.0,1980.0,22.775,"Global analysis, analysis on manifolds",,,,,,,,,,,
719,University of Kentucky,Male,Professor,699.0,1987.0,21.18181818,Partial differential equations,,,,,,,,,,,
720,University of Kentucky,Male,Professor,287.0,1973.0,6.106382979,Algebraic geometry,Commutative rings and algebras,,,,,,,,,,
721,University of Kentucky,Male,Professor,240.0,1980.0,6.0,Number theory,,,,,,,,,,,
722,University of Kentucky,Male,Professor,180.0,1971.0,3.673469388,Operator theory,,,,,,,,,,,
723,University of Kentucky,Male,Professor,109.0,1972.0,2.270833333,Number theory,,,,,,,,,,,
724,University of Kentucky,Male,Professor,115.0,1968.0,2.211538462,Functions of a complex variable,Functional analysis,,,,,,,,,,
725,University of Kentucky,Female,Professor,692.0,1981.0,17.74358974,Convex and discrete geometry,,,,,,,,,,,
726,University of Kentucky,Female,Professor,274.0,1993.0,10.14814815,Convex and discrete geometry,Combinatorics,,,,,,,,,,
727,University of Kentucky,Female,Professor,263.0,1988.0,8.21875,"Information and communication, circuits",,,,,,,,,,,
728,University of Kansas,Male,Professor,5322.0,1973.0,113.2340426,Probability theory and stochastic processes,,,,,,,,,,,
729,University of Kansas,Male,Professor,1542.0,1991.0,53.17241379,Numerical analysis,,,,,,,,,,,
730,University of Kansas,Male,Professor,878.0,1991.0,30.27586207,Numerical analysis,Partial differential equations,,,,,,,,,,
731,University of Kansas,Male,Professor,598.0,1998.0,27.18181818,Partial differential equations,,,,,,,,,,,
732,University of Kansas,Male,Professor,574.0,1994.0,22.07692308,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
733,University of Kansas,Male,Professor,484.0,1995.0,19.36,Ordinary differential equations,,,,,,,,,,,
734,University of Kansas,Male,Professor,270.0,2006.0,19.28571429,Commutative rings and algebras,,,,,,,,,,,
735,University of Kansas,Male,Professor,683.0,1968.0,13.13461538,Probability theory and stochastic processes,,,,,,,,,,,
736,University of Kansas,Male,Professor,526.0,1966.0,9.740740741,General topology,,,,,,,,,,,
737,University of Kansas,Male,Professor,191.0,2000.0,9.55,Combinatorics,,,,,,,,,,,
738,University of Kansas,Male,Professor,299.0,1982.0,7.868421053,Commutative rings and algebras,,,,,,,,,,,
739,University of Kansas,Male,Professor,183.0,1996.0,7.625,Algebraic geometry,,,,,,,,,,,
740,University of Kansas,Male,Professor,220.0,1982.0,5.789473684,Commutative rings and algebras,,,,,,,,,,,
741,University of Kansas,Male,Professor,51.0,2009.0,4.636363636,Probability theory and stochastic processes,,,,,,,,,,,
742,University of Kansas,Male,Professor,156.0,1985.0,4.457142857,Functional analysis,,,,,,,,,,,
743,University of Kansas,Male,Professor,60.0,1981.0,1.538461538,Algebraic geometry,,,,,,,,,,,
744,University of Kansas,Male,Professor,3.0,1999.0,0.142857143,Mechanics of deformable solids,,,,,,,,,,,
745,University of Kansas,Female,Professor,544.0,1986.0,16.0,Probability theory and stochastic processes,Systems theory; control,,,,,,,,,,
746,University of Kansas,Female,Professor,177.0,1993.0,6.555555556,Partial differential equations,,,,,,,,,,,
747,University of Iowa,Male,Professor,2847.0,1975.0,63.26666667,Functional analysis,Fourier analysis,,,,,,,,,,
748,University of Iowa,Male,Professor,1766.0,1989.0,56.96774194,Partial differential equations,,,,,,,,,,,
749,University of Iowa,Male,Professor,2502.0,1974.0,54.39130435,Commutative rings and algebras,,,,,,,,,,,
750,University of Iowa,Male,Professor,2158.0,1978.0,51.38095238,Operator theory,,,,,,,,,,,
751,University of Iowa,Male,Professor,2066.0,1968.0,39.73076923,Functional analysis,,,,,,,,,,,
752,University of Iowa,Male,Professor,587.0,1987.0,17.78787879,Mechanics of particles and systems,Ordinary differential equations,,,,,,,,,,
753,University of Iowa,Male,Professor,884.0,1969.0,17.33333333,Associative rings and algebras,,,,,,,,,,,
754,University of Iowa,Male,Professor,471.0,1986.0,13.85294118,Number theory,,,,,,,,,,,
755,University of Iowa,Male,Professor,268.0,1993.0,9.925925926,Numerical analysis,,,,,,,,,,,
756,University of Iowa,Male,Professor,337.0,1984.0,9.361111111,Manifolds and cell complexes,,,,,,,,,,,
757,University of Iowa,Male,Professor,213.0,1995.0,8.52,Group theory and generalizations,,,,,,,,,,,
758,University of Iowa,Male,Professor,120.0,1998.0,5.454545455,Biology and other natural sciences,,,,,,,,,,,
759,University of Iowa,Male,Professor,180.0,1980.0,4.5,Partial differential equations,,,,,,,,,,,
760,University of Iowa,Male,Professor,139.0,1968.0,2.673076923,Functional analysis,,,,,,,,,,,
761,University of Iowa,Female,Professor,612.0,1992.0,21.85714286,Partial differential equations,,,,,,,,,,,
762,University of Iowa,Female,Professor,214.0,2005.0,14.26666667,Manifolds and cell complexes,,,,,,,,,,,
763,University of Illinois at Urbana-Champaign,Male,Professor,2338.0,1985.0,66.8,Probability theory and stochastic processes,,,,,,,,,,,
764,University of Illinois at Urbana-Champaign,Male,Professor,1337.0,1998.0,60.77272727,Combinatorics,,,,,,,,,,,
765,University of Illinois at Urbana-Champaign,Male,Professor,2585.0,1976.0,58.75,Combinatorics,,,,,,,,,,,
766,University of Illinois at Urbana-Champaign,Male,Professor,2468.0,1977.0,57.39534884,Mathematical logic and foundations,,,,,,,,,,,
767,University of Illinois at Urbana-Champaign,Male,Professor,1039.0,1998.0,47.22727273,Functions of a complex variable,,,,,,,,,,,
768,University of Illinois at Urbana-Champaign,Male,Professor,1558.0,1987.0,47.21212121,Quantum theory,,,,,,,,,,,
769,University of Illinois at Urbana-Champaign,Male,Professor,1415.0,1990.0,47.16666667,Functional analysis,,,,,,,,,,,
770,University of Illinois at Urbana-Champaign,Male,Professor,1374.0,1983.0,37.13513514,Number theory,,,,,,,,,,,
771,University of Illinois at Urbana-Champaign,Male,Professor,1127.0,1988.0,35.21875,"Global analysis, analysis on manifolds",,,,,,,,,,,
772,University of Illinois at Urbana-Champaign,Male,Professor,1382.0,1980.0,34.55,Algebraic geometry,,,,,,,,,,,
773,University of Illinois at Urbana-Champaign,Male,Professor,693.0,1993.0,25.66666667,Differential geometry,"Global analysis, analysis on manifolds",,,,,,,,,,
774,University of Illinois at Urbana-Champaign,Male,Professor,613.0,1996.0,25.54166667,Number theory,,,,,,,,,,,
775,University of Illinois at Urbana-Champaign,Male,Professor,443.0,2002.0,24.61111111,Manifolds and cell complexes,,,,,,,,,,,
776,University of Illinois at Urbana-Champaign,Male,Professor,392.0,2004.0,24.5,Partial differential equations,,,,,,,,,,,
777,University of Illinois at Urbana-Champaign,Male,Professor,556.0,1997.0,24.17391304,Partial differential equations,,,,,,,,,,,
778,University of Illinois at Urbana-Champaign,Male,Professor,651.0,1993.0,24.11111111,Partial differential equations,,,,,,,,,,,
779,University of Illinois at Urbana-Champaign,Male,Professor,634.0,1993.0,23.48148148,Number theory,,,,,,,,,,,
780,University of Illinois at Urbana-Champaign,Male,Professor,415.0,2002.0,23.05555556,Algebraic geometry,,,,,,,,,,,
781,University of Illinois at Urbana-Champaign,Male,Professor,712.0,1988.0,22.25,Several complex variables and analytic spaces,,,,,,,,,,,
782,University of Illinois at Urbana-Champaign,Male,Professor,498.0,1996.0,20.75,Algebraic topology,,,,,,,,,,,
783,University of Illinois at Urbana-Champaign,Male,Professor,836.0,1974.0,18.17391304,Number theory,,,,,,,,,,,
784,University of Illinois at Urbana-Champaign,Male,Professor,484.0,1993.0,17.92592593,Manifolds and cell complexes,,,,,,,,,,,
785,University of Illinois at Urbana-Champaign,Male,Professor,540.0,1988.0,16.875,Functional analysis,Number theory,,,,,,,,,,
786,University of Illinois at Urbana-Champaign,Male,Professor,616.0,1980.0,15.4,Functions of a complex variable,,,,,,,,,,,
787,University of Illinois at Urbana-Champaign,Male,Professor,372.0,1994.0,14.30769231,Partial differential equations,,,,,,,,,,,
788,University of Illinois at Urbana-Champaign,Male,Professor,361.0,1993.0,13.37037037,"Information and communication, circuits",,,,,,,,,,,
789,University of Illinois at Urbana-Champaign,Male,Professor,409.0,1984.0,11.36111111,Probability theory and stochastic processes,,,,,,,,,,,
790,University of Illinois at Urbana-Champaign,Male,Professor,337.0,1990.0,11.23333333,Probability theory and stochastic processes,,,,,,,,,,,
791,University of Illinois at Urbana-Champaign,Male,Professor,267.0,1996.0,11.125,Fourier analysis,,,,,,,,,,,
792,University of Illinois at Urbana-Champaign,Male,Professor,304.0,1992.0,10.85714286,Algebraic topology,,,,,,,,,,,
793,University of Illinois at Urbana-Champaign,Male,Professor,363.0,1985.0,10.37142857,Group theory and generalizations,,,,,,,,,,,
794,University of Illinois at Urbana-Champaign,Male,Professor,319.0,1988.0,9.96875,K-theory,,,,,,,,,,,
795,University of Illinois at Urbana-Champaign,Male,Professor,248.0,1995.0,9.92,Partial differential equations,,,,,,,,,,,
796,University of Illinois at Urbana-Champaign,Male,Professor,213.0,1998.0,9.681818182,Group theory and generalizations,,,,,,,,,,,
797,University of Illinois at Urbana-Champaign,Male,Professor,161.0,2001.0,8.473684211,Dynamical systems and ergodic theory,Ordinary differential equations,,,,,,,,,,
798,University of Illinois at Urbana-Champaign,Male,Professor,228.0,1981.0,5.846153846,Commutative rings and algebras,,,,,,,,,,,
799,University of Illinois at Urbana-Champaign,Male,Professor,244.0,1978.0,5.80952381,Differential geometry,,,,,,,,,,,
800,University of Illinois at Urbana-Champaign,Male,Professor,138.0,1993.0,5.111111111,Algebraic geometry,,,,,,,,,,,
801,University of Illinois at Urbana-Champaign,Male,Professor,142.0,1970.0,2.84,Algebraic geometry,,,,,,,,,,,
802,University of Illinois at Urbana-Champaign,Female,Professor,624.0,1993.0,23.11111111,Differential geometry,,,,,,,,,,,
803,University of Illinois at Urbana-Champaign,Female,Professor,286.0,2006.0,20.42857143,Partial differential equations,,,,,,,,,,,
804,University of Illinois at Urbana-Champaign,Female,Professor,463.0,1993.0,17.14814815,Nonassociative rings and algebras,,,,,,,,,,,
805,University of Illinois at Urbana-Champaign,Female,Professor,515.0,1982.0,13.55263158,Functional analysis,,,,,,,,,,,
806,University of Illinois at Chicago,Male,Professor,4407.0,1972.0,91.8125,Partial differential equations,,,,,,,,,,,
807,University of Illinois at Chicago,Male,Professor,1921.0,1980.0,48.025,Algebraic geometry,,,,,,,,,,,
808,University of Illinois at Chicago,Male,Professor,920.0,1998.0,41.81818182,Combinatorics,,,,,,,,,,,
809,University of Illinois at Chicago,Male,Professor,501.0,2006.0,35.78571429,Statistics,,,,,,,,,,,
810,University of Illinois at Chicago,Male,Professor,733.0,1998.0,33.31818182,Fluid mechanics,,,,,,,,,,,
811,University of Illinois at Chicago,Male,Professor,564.0,2003.0,33.17647059,Quantum theory,Partial differential equations,,,,,,,,,,
812,University of Illinois at Chicago,Male,Professor,736.0,1997.0,32.0,Partial differential equations,,,,,,,,,,,
813,University of Illinois at Chicago,Male,Professor,568.0,2001.0,29.89473684,Fluid mechanics,Partial differential equations,,,,,,,,,,
814,University of Illinois at Chicago,Male,Professor,491.0,2001.0,25.84210526,Mathematical logic and foundations,,,,,,,,,,,
815,University of Illinois at Chicago,Male,Professor,378.0,2004.0,23.625,Algebraic geometry,,,,,,,,,,,
816,University of Illinois at Chicago,Male,Professor,541.0,1997.0,23.52173913,"Topological groups, Lie groups",,,,,,,,,,,
817,University of Illinois at Chicago,Male,Professor,347.0,2002.0,19.27777778,Numerical analysis,,,,,,,,,,,
818,University of Illinois at Chicago,Male,Professor,324.0,2002.0,18.0,Dynamical systems and ergodic theory,,,,,,,,,,,
819,University of Illinois at Chicago,Male,Professor,499.0,1991.0,17.20689655,Numerical analysis,,,,,,,,,,,
820,University of Illinois at Chicago,Male,Professor,339.0,1999.0,16.14285714,Group theory and generalizations,,,,,,,,,,,
821,University of Illinois at Chicago,Male,Professor,250.0,1999.0,11.9047619,Group theory and generalizations,,,,,,,,,,,
822,University of Illinois at Chicago,Male,Professor,298.0,1978.0,7.095238095,Computer science,,,,,,,,,,,
823,University of Illinois at Chicago,Male,Professor,154.0,1998.0,7.0,Fourier analysis,,,,,,,,,,,
