,School,Gender,Role,Citations,Earliest_Pub,Citations per year,Field_1,Field_2,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,Yale University,Male,Professor,3311.0,1996.0,137.9583333,Probability theory and stochastic processes,,,,,,,,,,,
1,Yale University,Male,Professor,7525.0,1964.0,134.375,Fourier analysis,,,,,,,,,,,
2,Yale University,Male,Professor,4173.0,1974.0,90.7173913,Numerical analysis,,,,,,,,,,,
3,Yale University,Male,Professor,2529.0,1991.0,87.20689655,Partial differential equations,,,,,,,,,,,
4,Yale University,Male,Professor,3429.0,1980.0,85.725,Nonassociative rings and algebras,,,,,,,,,,,
5,Yale University,Male,Professor,1801.0,1990.0,60.03333333,"Statistical mechanics, structure of matter",,,,,,,,,,,
6,Yale University,Male,Professor,1562.0,1992.0,55.78571429,"Information and communication, circuits",,,,,,,,,,,
7,Yale University,Male,Professor,1725.0,1989.0,55.64516129,Manifolds and cell complexes,,,,,,,,,,,
8,Yale University,Male,Professor,1843.0,1978.0,43.88095238,Functions of a complex variable,,,,,,,,,,,
9,Yale University,Male,Professor,1436.0,1981.0,36.82051282,Number theory,,,,,,,,,,,
10,Yale University,Male,Professor,466.0,2005.0,31.06666667,Nonassociative rings and algebras,,,,,,,,,,,
11,Yale University,Male,Professor,529.0,2001.0,27.84210526,Quantum theory,,,,,,,,,,,
12,Yale University,Male,Professor,625.0,1992.0,22.32142857,Manifolds and cell complexes,,,,,,,,,,,
13,Yale University,Male,Professor,1003.0,1972.0,20.89583333,Relativity and gravitational theory,,,,,,,,,,,
14,Yale University,Male,Professor,556.0,1975.0,12.35555556,"Topological groups, Lie groups",,,,,,,,,,,
15,Yale University,Male,Professor,40.0,2011.0,4.444444444,Number theory,,,,,,,,,,,
16,Yale University,Male,Professor,94.0,1988.0,2.9375,Quantum theory,,,,,,,,,,,
17,Yale University,Male,Professor,17.0,1994.0,0.653846154,"Classical thermodynamics, heat transfer",,,,,,,,,,,
18,Yale University,Female,Professor,678.0,1996.0,28.25,"Topological groups, Lie groups",,,,,,,,,,,
19,West Virginia University,Male,Professor,1276.0,1987.0,38.66666667,Combinatorics,,,,,,,,,,,
20,West Virginia University,Male,Professor,872.0,1981.0,22.35897436,Combinatorics,,,,,,,,,,,
21,West Virginia University,Male,Professor,365.0,1998.0,16.59090909,Combinatorics,,,,,,,,,,,
22,West Virginia University,Male,Professor,625.0,1978.0,14.88095238,Real functions,,,,,,,,,,,
23,West Virginia University,Male,Professor,344.0,1981.0,8.820512821,Partial differential equations,,,,,,,,,,,
24,West Virginia University,Male,Professor,300.0,1982.0,7.894736842,Partial differential equations,,,,,,,,,,,
25,West Virginia University,Male,Professor,206.0,1983.0,5.567567568,Combinatorics,,,,,,,,,,,
26,West Virginia University,Male,Professor,123.0,1975.0,2.733333333,Ordinary differential equations,,,,,,,,,,,
27,West Virginia University,Male,Professor,97.0,1984.0,2.694444444,Combinatorics,,,,,,,,,,,
28,West Virginia University,Male,Professor,85.0,1981.0,2.179487179,Statistics,,,,,,,,,,,
29,West Virginia University,Female,Professor,3.0,1995.0,0.12,Combinatorics,,,,,,,,,,,
30,Wayne State University,Male,Professor,6186.0,1970.0,123.72,Calculus of variations and optimal control; optimization,,,,,,,,,,,
31,Wayne State University,Male,Professor,3296.0,1987.0,99.87878788,Probability theory and stochastic processes,,,,,,,,,,,
32,Wayne State University,Male,Professor,1879.0,1991.0,64.79310345,Numerical analysis,,,,,,,,,,,
33,Wayne State University,Male,Professor,482.0,1996.0,20.08333333,Category theory; homological algebra,,,,,,,,,,,
34,Wayne State University,Male,Professor,604.0,1984.0,16.77777778,Nonassociative rings and algebras,,,,,,,,,,,
35,Wayne State University,Male,Professor,713.0,1974.0,15.5,Partial differential equations,,,,,,,,,,,
36,Wayne State University,Male,Professor,231.0,2004.0,14.4375,Numerical analysis,,,,,,,,,,,
37,Wayne State University,Male,Professor,708.0,1967.0,13.35849057,Algebraic geometry,,,,,,,,,,,
38,Wayne State University,Male,Professor,339.0,1989.0,10.93548387,Algebraic topology,,,,,,,,,,,
39,Wayne State University,Male,Professor,194.0,1984.0,5.388888889,Algebraic geometry,,,,,,,,,,,
40,Wayne State University,Male,Professor,208.0,1973.0,4.425531915,Algebraic topology,,,,,,,,,,,
41,Wayne State University,Male,Professor,110.0,1975.0,2.444444444,Group theory and generalizations,,,,,,,,,,,
42,Wayne State University,Male,Professor,49.0,1982.0,1.289473684,Functions of a complex variable,,,,,,,,,,,
43,Wayne State University,Male,Professor,31.0,1973.0,0.659574468,Several complex variables and analytic spaces,,,,,,,,,,,
44,Wayne State University,Female,Professor,330.0,1998.0,15.0,Algebraic topology,,,,,,,,,,,
45,Washington University in St. Louis,Male,Professor,3206.0,1974.0,69.69565217,Several complex variables and analytic spaces,,,,,,,,,,,
46,Washington University in St. Louis,Male,Professor,478.0,2005.0,31.86666667,Fourier analysis,,,,,,,,,,,
47,Washington University in St. Louis,Male,Professor,820.0,1989.0,26.4516129,Operator theory,,,,,,,,,,,
48,Washington University in St. Louis,Male,Professor,759.0,1989.0,24.48387097,Statistics,,,,,,,,,,,
49,Washington University in St. Louis,Male,Professor,278.0,2003.0,16.35294118,Algebraic geometry,,,,,,,,,,,
50,Washington University in St. Louis,Male,Professor,376.0,1996.0,15.66666667,Combinatorics,,,,,,,,,,,
51,Washington University in St. Louis,Male,Professor,271.0,2002.0,15.05555556,Differential geometry,,,,,,,,,,,
52,Washington University in St. Louis,Male,Professor,235.0,2000.0,11.75,Statistics,,,,,,,,,,,
53,Washington University in St. Louis,Male,Professor,316.0,1986.0,9.294117647,Differential geometry,,,,,,,,,,,
54,Washington University in St. Louis,Male,Professor,238.0,1985.0,6.8,"Information and communication, circuits",,,,,,,,,,,
55,Washington University in St. Louis,Male,Professor,246.0,1977.0,5.720930233,Algebraic geometry,,,,,,,,,,,
56,Washington University in St. Louis,Male,Professor,163.0,1989.0,5.258064516,Dynamical systems and ergodic theory,,,,,,,,,,,
57,Washington University in St. Louis,Male,Professor,41.0,2003.0,2.411764706,Statistics,,,,,,,,,,,
58,Washington University in St. Louis,Male,Professor,18.0,1965.0,0.327272727,Group theory and generalizations,,,,,,,,,,,
59,Washington University in St. Louis,Female,Professor,194.0,1992.0,6.928571429,Manifolds and cell complexes,,,,,,,,,,,
60,Washington State University,Male,Professor,842.0,1988.0,26.3125,Partial differential equations,,,,,,,,,,,
61,Washington State University,Male,Professor,531.0,1987.0,16.09090909,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
62,Washington State University,Male,Professor,284.0,1978.0,6.761904762,Systems theory; control,,,,,,,,,,,
63,Washington State University,Male,Professor,156.0,1993.0,5.777777778,Partial differential equations,,,,,,,,,,,
64,Washington State University,Male,Professor,120.0,1982.0,3.157894737,Numerical analysis,,,,,,,,,,,
65,Washington State University,Male,Professor,94.0,1986.0,2.764705882,Fourier analysis,,,,,,,,,,,
66,Washington State University,Male,Professor,81.0,1985.0,2.314285714,Statistics,,,,,,,,,,,
67,Washington State University,Male,Professor,73.0,1967.0,1.377358491,Geometry,,,,,,,,,,,
68,Washington State University,Male,Professor,2.0,1989.0,0.064516129,Other,,,,,,,,,,,
69,Washington State University,Male,Professor,1.0,1976.0,0.022727273,Statistics,,,,,,,,,,,
70,Washington State University,Female,Professor,471.0,1987.0,14.27272727,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
71,Washington State University,Female,Professor,0.0,1996.0,0.0,Other,,,,,,,,,,,
72,Virginia Polytechnic Institute and State University,Male,Professor,1796.0,1998.0,81.63636364,Numerical analysis,,,,,,,,,,,
73,Virginia Polytechnic Institute and State University,Male,Professor,694.0,2001.0,36.52631579,Systems theory; control,,,,,,,,,,,
74,Virginia Polytechnic Institute and State University,Male,Professor,781.0,1997.0,33.95652174,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
75,Virginia Polytechnic Institute and State University,Male,Professor,883.0,1991.0,30.44827586,Combinatorics,,,,,,,,,,,
76,Virginia Polytechnic Institute and State University,Male,Professor,549.0,1999.0,26.14285714,Combinatorics,,,,,,,,,,,
77,Virginia Polytechnic Institute and State University,Male,Professor,513.0,1998.0,23.31818182,Fluid mechanics,,,,,,,,,,,
78,Virginia Polytechnic Institute and State University,Male,Professor,771.0,1985.0,22.02857143,Numerical analysis,,,,,,,,,,,
79,Virginia Polytechnic Institute and State University,Male,Professor,664.0,1989.0,21.41935484,Partial differential equations,,,,,,,,,,,
80,Virginia Polytechnic Institute and State University,Male,Professor,692.0,1986.0,20.35294118,Partial differential equations,,,,,,,,,,,
81,Virginia Polytechnic Institute and State University,Male,Professor,320.0,2004.0,20.0,Fluid mechanics,,,,,,,,,,,
82,Virginia Polytechnic Institute and State University,Male,Professor,615.0,1981.0,15.76923077,Partial differential equations,,,,,,,,,,,
83,Virginia Polytechnic Institute and State University,Male,Professor,426.0,1991.0,14.68965517,Numerical analysis,,,,,,,,,,,
84,Virginia Polytechnic Institute and State University,Male,Professor,570.0,1977.0,13.25581395,Group theory and generalizations,,,,,,,,,,,
85,Virginia Polytechnic Institute and State University,Male,Professor,314.0,1993.0,11.62962963,Fluid mechanics,,,,,,,,,,,
86,Virginia Polytechnic Institute and State University,Male,Professor,421.0,1983.0,11.37837838,Systems theory; control,,,,,,,,,,,
87,Virginia Polytechnic Institute and State University,Male,Professor,353.0,1973.0,7.510638298,Systems theory; control,,,,,,,,,,,
88,Virginia Polytechnic Institute and State University,Male,Professor,293.0,1980.0,7.325,Functions of a complex variable,,,,,,,,,,,
89,Virginia Polytechnic Institute and State University,Male,Professor,43.0,1982.0,1.131578947,"Global analysis, analysis on manifolds",,,,,,,,,,,
90,Virginia Polytechnic Institute and State University,Male,Professor,0.0,1988.0,0.0,"Operations research, mathematical programming",,,,,,,,,,,
91,Virginia Polytechnic Institute and State University,Female,Professor,213.0,1999.0,10.14285714,Algebraic geometry,,,,,,,,,,,
92,Virginia Polytechnic Institute and State University,Female,Professor,54.0,2000.0,2.7,Mechanics of deformable solids,,,,,,,,,,,
93,Virgina Commonwealth,Male,Professor,374.0,1996.0,15.58333333,Combinatorics,,,,,,,,,,,
94,Virgina Commonwealth,Male,Professor,360.0,1988.0,11.25,Combinatorics,,,,,,,,,,,
95,Vanderbilt University,Male,Professor,3293.0,1975.0,73.17777778,Functional analysis,,,,,,,,,,,
96,Vanderbilt University,Male,Professor,3252.0,1968.0,62.53846154,Potential theory,,,,,,,,,,,
97,Vanderbilt University,Male,Professor,1562.0,1994.0,60.07692308,Partial differential equations,,,,,,,,,,,
98,Vanderbilt University,Male,Professor,2865.0,1968.0,55.09615385,Biology and other natural sciences,,,,,,,,,,,
99,Vanderbilt University,Male,Professor,2710.0,1966.0,50.18518519,Approximations and expansions,,,,,,,,,,,
100,Vanderbilt University,Male,Professor,985.0,1999.0,46.9047619,Group theory and generalizations,,,,,,,,,,,
101,Vanderbilt University,Male,Professor,1495.0,1978.0,35.5952381,Group theory and generalizations,,,,,,,,,,,
102,Vanderbilt University,Male,Professor,1919.0,1966.0,35.53703704,General algebraic systems,,,,,,,,,,,
103,Vanderbilt University,Male,Professor,1071.0,1988.0,33.46875,Fourier analysis,,,,,,,,,,,
104,Vanderbilt University,Male,Professor,1120.0,1985.0,32.0,Operator theory,,,,,,,,,,,
105,Vanderbilt University,Male,Professor,1510.0,1968.0,29.03846154,Group theory and generalizations,,,,,,,,,,,
106,Vanderbilt University,Male,Professor,880.0,1984.0,24.44444444,Fourier analysis,,,,,,,,,,,
107,Vanderbilt University,Male,Professor,867.0,1977.0,20.1627907,Manifolds and cell complexes,,,,,,,,,,,
108,Vanderbilt University,Male,Professor,318.0,2003.0,18.70588235,Fourier analysis,,,,,,,,,,,
109,Vanderbilt University,Male,Professor,693.0,1976.0,15.75,Convex and discrete geometry,,,,,,,,,,,
110,Vanderbilt University,Male,Professor,390.0,1990.0,13.0,Functional analysis,,,,,,,,,,,
111,Vanderbilt University,Male,Professor,559.0,1975.0,12.42222222,"Order, lattices, ordered algebraic structures",,,,,,,,,,,
112,Vanderbilt University,Male,Professor,429.0,1979.0,10.46341463,Manifolds and cell complexes,,,,,,,,,,,
113,Vanderbilt University,Male,Professor,348.0,1982.0,9.157894737,Combinatorics,,,,,,,,,,,
114,Vanderbilt University,Male,Professor,277.0,1989.0,8.935483871,Numerical analysis,,,,,,,,,,,
115,Vanderbilt University,Male,Professor,291.0,1977.0,6.76744186,Manifolds and cell complexes,,,,,,,,,,,
116,Vanderbilt University,Male,Professor,33.0,1972.0,0.6875,Mechanics of solids,,,,,,,,,,,
117,University of Wisconsin - Milwaukee,Male,Professor,582.0,2001.0,30.63157895,Probability theory and stochastic processes,,,,,,,,,,,
118,University of Wisconsin - Milwaukee,Male,Professor,252.0,2001.0,13.26315789,Group theory and generalizations,,,,,,,,,,,
119,University of Wisconsin - Milwaukee,Male,Professor,438.0,1980.0,10.95,Ordinary differential equations,,,,,,,,,,,
120,University of Wisconsin - Milwaukee,Male,Professor,153.0,1988.0,4.78125,Group theory and generalizations,,,,,,,,,,,
121,University of Wisconsin - Milwaukee,Male,Professor,94.0,1998.0,4.272727273,Statistics,,,,,,,,,,,
122,University of Wisconsin - Milwaukee,Male,Professor,110.0,1986.0,3.235294118,Numerical analysis,,,,,,,,,,,
123,University of Wisconsin - Milwaukee,Male,Professor,95.0,1988.0,2.96875,Manifolds and cell complexes,,,,,,,,,,,
124,University of Wisconsin - Milwaukee,Male,Professor,88.0,1983.0,2.378378378,Nonassociative rings and algebras,,,,,,,,,,,
125,University of Wisconsin - Milwaukee,Male,Professor,30.0,1981.0,0.769230769,Probability theory and stochastic processes,,,,,,,,,,,
126,University of Wisconsin - Milwaukee,Male,Professor,5.0,1996.0,0.208333333,Geophysics,,,,,,,,,,,
127,University of Wisconsin - Milwaukee,Male,Professor,0.0,1969.0,0.0,Probability theory and stochastic processes,,,,,,,,,,,
128,University of Wisconsin - Madison,Male,Professor,2454.0,1982.0,64.57894737,Combinatorics,,,,,,,,,,,
129,University of Wisconsin - Madison,Male,Professor,1876.0,1985.0,53.6,"Global analysis, analysis on manifolds",,,,,,,,,,,
130,University of Wisconsin - Madison,Male,Professor,1452.0,1985.0,41.48571429,Fourier analysis,,,,,,,,,,,
131,University of Wisconsin - Madison,Male,Professor,998.0,1991.0,34.4137931,Probability theory and stochastic processes,,,,,,,,,,,
132,University of Wisconsin - Madison,Male,Professor,580.0,2002.0,32.22222222,Mathematical logic and foundations,,,,,,,,,,,
133,University of Wisconsin - Madison,Male,Professor,682.0,1993.0,25.25925926,Number theory,,,,,,,,,,,
134,University of Wisconsin - Madison,Male,Professor,867.0,1985.0,24.77142857,Partial differential equations,,,,,,,,,,,
135,University of Wisconsin - Madison,Male,Professor,301.0,2005.0,20.06666667,Probability theory and stochastic processes,,,,,,,,,,,
136,University of Wisconsin - Madison,Male,Professor,394.0,2000.0,19.7,Algebraic geometry,,,,,,,,,,,
137,University of Wisconsin - Madison,Male,Professor,553.0,1989.0,17.83870968,Number theory,,,,,,,,,,,
138,University of Wisconsin - Madison,Male,Professor,256.0,2005.0,17.06666667,Several complex variables and analytic spaces,,,,,,,,,,,
139,University of Wisconsin - Madison,Male,Professor,535.0,1986.0,15.73529412,Mathematical logic and foundations,,,,,,,,,,,
140,University of Wisconsin - Madison,Male,Professor,440.0,1992.0,15.71428571,Biology and other natural sciences,,,,,,,,,,,
141,University of Wisconsin - Madison,Male,Professor,361.0,1997.0,15.69565217,Partial differential equations,,,,,,,,,,,
142,University of Wisconsin - Madison,Male,Professor,332.0,1997.0,14.43478261,Probability theory and stochastic processes,,,,,,,,,,,
143,University of Wisconsin - Madison,Male,Professor,579.0,1978.0,13.78571429,"Global analysis, analysis on manifolds",,,,,,,,,,,
144,University of Wisconsin - Madison,Male,Professor,203.0,2002.0,11.27777778,Probability theory and stochastic processes,,,,,,,,,,,
145,University of Wisconsin - Madison,Male,Professor,348.0,1989.0,11.22580645,Functions of a complex variable,,,,,,,,,,,
146,University of Wisconsin - Madison,Male,Professor,236.0,1998.0,10.72727273,Fluid mechanics,,,,,,,,,,,
147,University of Wisconsin - Madison,Male,Professor,232.0,1997.0,10.08695652,Algebraic geometry,,,,,,,,,,,
148,University of Wisconsin - Madison,Male,Professor,194.0,1986.0,5.705882353,Several complex variables and analytic spaces,,,,,,,,,,,
149,University of Wisconsin - Madison,Male,Professor,84.0,2000.0,4.2,Several complex variables and analytic spaces,,,,,,,,,,,
150,University of Wisconsin - Madison,Male,Professor,106.0,1989.0,3.419354839,Fluid mechanics,,,,,,,,,,,
151,University of Wisconsin - Madison,Male,Professor,26.0,2004.0,1.625,Geophysics,,,,,,,,,,,
152,University of Wisconsin - Madison,Female,Professor,299.0,1987.0,9.060606061,Dynamical systems and ergodic theory,,,,,,,,,,,
153,University of Wisconsin - Madison,Female,Professor,68.0,1988.0,2.125,Fluid mechanics,,,,,,,,,,,
154,University of Washington,Male,Professor,5977.0,1976.0,135.8409091,Partial differential equations,,,,,,,,,,,
155,University of Washington,Male,Professor,3079.0,1986.0,90.55882353,Probability theory and stochastic processes,,,,,,,,,,,
156,University of Washington,Male,Professor,2665.0,1982.0,70.13157895,Differential geometry,,,,,,,,,,,
157,University of Washington,Male,Professor,1906.0,1991.0,65.72413793,Associative rings and algebras,,,,,,,,,,,
158,University of Washington,Male,Professor,1836.0,1983.0,49.62162162,"Operations research, mathematical programming",,,,,,,,,,,
159,University of Washington,Male,Professor,1676.0,1980.0,41.9,Partial differential equations,,,,,,,,,,,
160,University of Washington,Male,Professor,1807.0,1974.0,39.2826087,Number theory,,,,,,,,,,,
161,University of Washington,Male,Professor,1389.0,1981.0,35.61538462,Probability theory and stochastic processes,,,,,,,,,,,
162,University of Washington,Male,Professor,949.0,1989.0,30.61290323,Partial differential equations,,,,,,,,,,,
163,University of Washington,Male,Professor,702.0,1988.0,21.9375,Functions of a complex variable,,,,,,,,,,,
164,University of Washington,Male,Professor,630.0,1990.0,21.0,Algebraic geometry,,,,,,,,,,,
165,University of Washington,Male,Professor,320.0,2004.0,20.0,Algebraic geometry,,,,,,,,,,,
166,University of Washington,Male,Professor,277.0,2006.0,19.78571429,Probability theory and stochastic processes,,,,,,,,,,,
167,University of Washington,Male,Professor,757.0,1981.0,19.41025641,Associative rings and algebras,,,,,,,,,,,
168,University of Washington,Male,Professor,603.0,1987.0,18.27272727,Nonassociative rings and algebras,,,,,,,,,,,
169,University of Washington,Male,Professor,507.0,1991.0,17.48275862,Differential geometry,,,,,,,,,,,
170,University of Washington,Male,Professor,414.0,1996.0,17.25,Probability theory and stochastic processes,,,,,,,,,,,
171,University of Washington,Male,Professor,608.0,1983.0,16.43243243,Nonassociative rings and algebras,,,,,,,,,,,
172,University of Washington,Male,Professor,293.0,2002.0,16.27777778,Algebraic geometry,,,,,,,,,,,
173,University of Washington,Male,Professor,471.0,1991.0,16.24137931,Algebraic topology,,,,,,,,,,,
174,University of Washington,Male,Professor,661.0,1975.0,14.68888889,Potential theory,,,,,,,,,,,
175,University of Washington,Male,Professor,275.0,1998.0,12.5,Partial differential equations,,,,,,,,,,,
176,University of Washington,Male,Professor,247.0,1985.0,7.057142857,Algebraic topology,,,,,,,,,,,
177,University of Washington,Male,Professor,269.0,1981.0,6.897435897,Measure and integration,,,,,,,,,,,
178,University of Washington,Male,Professor,326.0,1967.0,6.150943396,Several complex variables and analytic spaces,,,,,,,,,,,
179,University of Washington,Male,Professor,193.0,1977.0,4.488372093,Numerical analysis,,,,,,,,,,,
180,University of Washington,Male,Professor,195.0,1974.0,4.239130435,Several complex variables and analytic spaces,,,,,,,,,,,
181,University of Washington,Female,Professor,825.0,1993.0,30.55555556,Combinatorics,,,,,,,,,,,
182,University of Washington,Female,Professor,805.0,1992.0,28.75,Measure and integration,,,,,,,,,,,
183,University of Washington,Female,Professor,649.0,1995.0,25.96,"Operations research, mathematical programming",,,,,,,,,,,
184,University of Washington,Female,Professor,298.0,1998.0,13.54545455,Commutative rings and algebras,,,,,,,,,,,
185,University of Virginia,Male,Professor,3149.0,1993.0,116.6296296,Number theory,,,,,,,,,,,
186,University of Virginia,Male,Professor,4118.0,1978.0,98.04761905,Commutative rings and algebras,,,,,,,,,,,
187,University of Virginia,Male,Professor,1428.0,1993.0,52.88888889,Nonassociative rings and algebras,,,,,,,,,,,
188,University of Virginia,Male,Professor,1470.0,1985.0,42.0,Operator theory,,,,,,,,,,,
189,University of Virginia,Male,Professor,1963.0,1971.0,40.06122449,Group theory and generalizations,,,,,,,,,,,
190,University of Virginia,Male,Professor,1064.0,1978.0,25.33333333,Number theory,,,,,,,,,,,
191,University of Virginia,Male,Professor,1236.0,1971.0,25.2244898,Quantum theory,,,,,,,,,,,
192,University of Virginia,Male,Professor,522.0,1998.0,23.72727273,Partial differential equations,,,,,,,,,,,
193,University of Virginia,Male,Professor,690.0,1980.0,17.25,Algebraic topology,,,,,,,,,,,
194,University of Virginia,Male,Professor,355.0,1997.0,15.43478261,Biology and other natural sciences,,,,,,,,,,,
195,University of Virginia,Male,Professor,361.0,1986.0,10.61764706,Group theory and generalizations,,,,,,,,,,,
196,University of Virginia,Male,Professor,177.0,1999.0,8.428571429,Group theory and generalizations,,,,,,,,,,,
197,University of Virginia,Male,Professor,444.0,1963.0,7.789473684,Functions of a complex variable,,,,,,,,,,,
198,University of Virginia,Male,Professor,311.0,1977.0,7.23255814,"Statistical mechanics, structure of matter",,,,,,,,,,,
199,University of Virginia,Male,Professor,98.0,2000.0,4.9,Biology and other natural sciences,,,,,,,,,,,
200,University of Virginia,Male,Professor,45.0,1993.0,1.666666667,Functions of a complex variable,,,,,,,,,,,
201,University of Virginia,Female,Professor,291.0,2005.0,19.4,Category theory; homological algebra,,,,,,,,,,,
202,University of Virginia,Female,Professor,373.0,1998.0,16.95454545,Combinatorics,,,,,,,,,,,
203,University of Virginia,Female,Professor,148.0,1983.0,4.0,History and Biography,,,,,,,,,,,
204,University of Utah,Male,Professor,2372.0,1984.0,65.88888889,Group theory and generalizations,,,,,,,,,,,
205,University of Utah,Male,Professor,1360.0,1996.0,56.66666667,Algebraic geometry,,,,,,,,,,,
206,University of Utah,Male,Professor,1925.0,1980.0,48.125,Statistics,,,,,,,,,,,
207,University of Utah,Male,Professor,664.0,2005.0,44.26666667,Algebraic geometry,,,,,,,,,,,
208,University of Utah,Male,Professor,1014.0,1997.0,44.08695652,Commutative rings and algebras,,,,,,,,,,,
209,University of Utah,Male,Professor,1245.0,1989.0,40.16129032,Probability theory and stochastic processes,,,,,,,,,,,
210,University of Utah,Male,Professor,1096.0,1982.0,28.84210526,Mechanics of deformable solids,,,,,,,,,,,
211,University of Utah,Male,Professor,894.0,1980.0,22.35,Partial differential equations,,,,,,,,,,,
212,University of Utah,Male,Professor,735.0,1987.0,22.27272727,Algebraic geometry,,,,,,,,,,,
213,University of Utah,Male,Professor,685.0,1987.0,20.75757576,Biology and other natural sciences,,,,,,,,,,,
214,University of Utah,Male,Professor,346.0,2003.0,20.35294118,Probability theory and stochastic processes,,,,,,,,,,,
215,University of Utah,Male,Professor,447.0,1998.0,20.31818182,Algebraic geometry,,,,,,,,,,,
216,University of Utah,Male,Professor,565.0,1988.0,17.65625,"Topological groups, Lie groups",,,,,,,,,,,
217,University of Utah,Male,Professor,382.0,1998.0,17.36363636,Commutative rings and algebras,,,,,,,,,,,
218,University of Utah,Male,Professor,338.0,1997.0,14.69565217,Algebraic geometry,,,,,,,,,,,
219,University of Utah,Male,Professor,491.0,1982.0,12.92105263,Biology and other natural sciences,,,,,,,,,,,
220,University of Utah,Male,Professor,279.0,1998.0,12.68181818,Manifolds and cell complexes,,,,,,,,,,,
221,University of Utah,Male,Professor,462.0,1977.0,10.74418605,Approximations and expansions,,,,,,,,,,,
222,University of Utah,Male,Professor,391.0,1981.0,10.02564103,Mechanics of solids,,,,,,,,,,,
223,University of Utah,Male,Professor,219.0,1993.0,8.111111111,"Topological groups, Lie groups",,,,,,,,,,,
224,University of Utah,Male,Professor,272.0,1980.0,6.8,Differential geometry,,,,,,,,,,,
225,University of Utah,Male,Professor,222.0,1971.0,4.530612245,"Topological groups, Lie groups",,,,,,,,,,,
226,University of Utah,Male,Professor,175.0,1975.0,3.888888889,"Topological groups, Lie groups",,,,,,,,,,,
227,University of Utah,Male,Professor,97.0,1983.0,2.621621622,"Optics, electromagnetic theory",,,,,,,,,,,
228,University of Utah,Male,Professor,87.0,1984.0,2.416666667,Fluid mechanics,,,,,,,,,,,
229,University of Utah,Male,Professor,57.0,1987.0,1.727272727,Differential geometry,,,,,,,,,,,
230,University of Utah,Male,Professor,46.0,1958.0,0.741935484,Operator theory,,,,,,,,,,,
231,University of Utah,Male,Professor,19.0,1989.0,0.612903226,Biology and other natural sciences,,,,,,,,,,,
232,University of Utah,Female,Professor,105.0,1988.0,3.28125,Mechanics of deformable solids,,,,,,,,,,,
233,University of Southern Mississippi,Male,Professor,857.0,1987.0,25.96969697,Numerical analysis,,,,,,,,,,,
234,University of Southern Mississippi,Male,Professor,535.0,1990.0,17.83333333,Linear and multilinear algebra; matrix theory,,,,,,,,,,,
235,University of Southern Mississippi,Male,Professor,125.0,2003.0,7.352941176,Numerical analysis,,,,,,,,,,,
236,University of Southern California,Male,Professor,1021.0,2004.0,63.8125,Nonassociative rings and algebras,,,,,,,,,,,
237,University of Southern California,Male,Professor,2659.0,1977.0,61.8372093,Group theory and generalizations,,,,,,,,,,,
238,University of Southern California,Male,Professor,1100.0,2001.0,57.89473684,Probability theory and stochastic processes,,,,,,,,,,,
239,University of Southern California,Male,Professor,1291.0,1995.0,51.64,Partial differential equations,,,,,,,,,,,
240,University of Southern California,Male,Professor,1430.0,1991.0,49.31034483,Partial differential equations,,,,,,,,,,,
241,University of Southern California,Male,Professor,2303.0,1970.0,46.06,Algebraic geometry,,,,,,,,,,,
242,University of Southern California,Male,Professor,1337.0,1987.0,40.51515152,Probability theory and stochastic processes,,,,,,,,,,,
243,University of Southern California,Male,Professor,1211.0,1990.0,40.36666667,Computer science,,,,,,,,,,,
244,University of Southern California,Male,Professor,1177.0,1980.0,29.425,Manifolds and cell complexes,,,,,,,,,,,
245,University of Southern California,Male,Professor,1159.0,1979.0,28.26829268,Probability theory and stochastic processes,,,,,,,,,,,
246,University of Southern California,Male,Professor,757.0,1993.0,28.03703704,Group theory and generalizations,,,,,,,,,,,
247,University of Southern California,Male,Professor,867.0,1984.0,24.08333333,Probability theory and stochastic processes,,,,,,,,,,,
248,University of Southern California,Male,Professor,1229.0,1964.0,21.94642857,"Global analysis, analysis on manifolds",,,,,,,,,,,
249,University of Southern California,Male,Professor,634.0,1982.0,16.68421053,Probability theory and stochastic processes,,,,,,,,,,,
250,University of Southern California,Male,Professor,702.0,1977.0,16.3255814,Probability theory and stochastic processes,,,,,,,,,,,
251,University of Southern California,Male,Professor,425.0,1992.0,15.17857143,Probability theory and stochastic processes,,,,,,,,,,,
252,University of Southern California,Male,Professor,394.0,1987.0,11.93939394,Dynamical systems and ergodic theory,,,,,,,,,,,
253,University of Southern California,Male,Professor,607.0,1969.0,11.90196078,Biology and other natural sciences,,,,,,,,,,,
254,University of Southern California,Male,Professor,391.0,1986.0,11.5,Fluid mechanics,,,,,,,,,,,
255,University of Southern California,Male,Professor,180.0,2004.0,11.25,Algebraic geometry,,,,,,,,,,,
256,University of Southern California,Male,Professor,358.0,1986.0,10.52941176,Nonassociative rings and algebras,,,,,,,,,,,
257,University of Southern California,Male,Professor,375.0,1976.0,8.522727273,Probability theory and stochastic processes,,,,,,,,,,,
258,University of Southern California,Male,Professor,236.0,1977.0,5.488372093,Systems theory; control,,,,,,,,,,,
